CustomerID,AccountBalance,LastLogin
1199,5098.858759172226,2022-07-18
1200,4555.7118899309,2022-07-19
1201,6298.296095769295,2022-07-20
1202,3143.9314064704977,2022-07-21
1203,2933.4647511456924,2022-07-22
1204,3152.247786827239,2022-07-23
1205,5707.424545180082,2022-07-24
1206,5221.598359041347,2022-07-25
1207,5655.630625853387,2022-07-26
1208,8321.692175664655,2022-07-27
1209,7570.837452979323,2022-07-28
1210,9316.953575974561,2022-07-29
1211,7039.4386455866415,2022-07-30
1212,9974.701764544443,2022-07-31
1213,2478.8342993715314,2022-08-01
1214,6807.184597663554,2022-08-02
1215,1163.1936592396512,2022-08-03
1216,4741.192768951942,2022-08-04
1217,2689.511983552625,2022-08-05
1218,8922.535956808442,2022-08-06
1219,7649.649301190314,2022-08-07
1220,3916.6889946980286,2022-08-08
1221,6722.285664371272,2022-08-09
1222,3451.034177068917,2022-08-10
1223,8213.34489132453,2022-08-11
1224,6487.0783138941215,2022-08-12
1225,2351.0496929869623,2022-08-13
1226,1235.8536600954671,2022-08-14
1227,6764.941455409842,2022-08-15
1228,9343.248064754189,2022-08-16
1229,7030.677982437504,2022-08-17
1230,8998.83590895006,2022-08-18
1231,1631.0607959675435,2022-08-19
1232,8793.538025111497,2022-08-20
1233,8198.17833915617,2022-08-21
1234,6737.496077516889,2022-08-22
1235,8688.505939677496,2022-08-23
1236,3019.8479692278056,2022-08-24
1237,5160.483332414382,2022-08-25
1238,8228.897853132457,2022-08-26
1239,8704.182255178053,2022-08-27
1240,1883.4867347636703,2022-08-28
1241,4328.615683900618,2022-08-29
1242,5765.640647310825,2022-08-30
1243,3963.240753558349,2022-08-31
1244,8723.861426511972,2022-09-01
1245,5446.3969170885985,2022-09-02
1246,5875.165205676576,2022-09-03
1247,1616.6794272855673,2022-09-04
1248,1227.438079705177,2022-09-05
1249,5944.205812014155,2022-09-06
1250,3882.14865990549,2022-09-07
1251,1820.9385858995977,2022-09-08
1252,9182.87387648701,2022-09-09
1253,5185.762081850918,2022-09-10
1254,9511.167077493918,2022-09-11
1255,5672.324719130025,2022-09-12
1256,3655.4596408816483,2022-09-13
1257,9886.830109952518,2022-09-14
1258,6394.78057921385,2022-09-15
1259,1633.9679361264257,2022-09-16
1260,4878.415267175985,2022-09-17
1261,3304.0438639201793,2022-09-18
1262,6439.676561470982,2022-09-19
1263,3583.3826875795057,2022-09-20
1264,6025.0026610700115,2022-09-21
1265,7502.562160892314,2022-09-22
1266,1773.8085062866285,2022-09-23
1267,1771.5453784729784,2022-09-24
1268,5840.971694574231,2022-09-25
1269,9261.109969682819,2022-09-26
1270,1937.6556106047944,2022-09-27
1271,9084.791658545857,2022-09-28
1272,5815.458023742309,2022-09-29
1273,7120.616916284161,2022-09-30
1274,4380.7372439306655,2022-10-01
1275,7853.48731434184,2022-10-02
1276,4961.926428913047,2022-10-03
1277,5042.199848161743,2022-10-04
1278,8817.076405278305,2022-10-05
1279,7156.870920112488,2022-10-06
1280,8295.281557902284,2022-10-07
1281,3183.466494213557,2022-10-08
1282,7308.69730189397,2022-10-09
1283,9408.482074265525,2022-10-10
1284,8776.832281830077,2022-10-11
1285,6040.584196953391,2022-10-12
1286,7665.932450291637,2022-10-13
1287,9561.510600327694,2022-10-14
1288,8285.627884280206,2022-10-15
1289,9393.91094329131,2022-10-16
1290,6981.018223173132,2022-10-17
1291,8103.607241394309,2022-10-18
1292,5713.487344025388,2022-10-19
1293,3955.560715841445,2022-10-20
1294,8869.154897467262,2022-10-21
1295,5483.470359081937,2022-10-22
1296,1364.6379176550022,2022-10-23
1297,1825.4295825629101,2022-10-24
1298,8075.836473165969,2022-10-25
1299,4661.555925923707,2022-10-26
1300,2446.8989581877204,2022-10-27
1301,3616.8383289524986,2022-10-28
1302,2670.1130146853484,2022-10-29
1303,6650.9563718712825,2022-10-30
1304,9631.517578499512,2022-10-31
1305,4624.660778614991,2022-11-01
1306,6703.589609817336,2022-11-02
1307,8449.539575651721,2022-11-03
1308,7152.198570835094,2022-11-04
1309,6507.017839612834,2022-11-05
1310,3339.5207338103605,2022-11-06
1311,9253.478916937509,2022-11-07
1312,6018.443646739725,2022-11-08
1313,1147.714120819513,2022-11-09
1314,2259.6696309112886,2022-11-10
1315,3432.0462856822232,2022-11-11
1316,1538.0330397909065,2022-11-12
1317,1892.6706040140755,2022-11-13
1318,3354.518348759637,2022-11-14
1319,5564.493480735172,2022-11-15
1320,4674.919670572002,2022-11-16
1321,2685.9423652780533,2022-11-17
1322,9411.508716680992,2022-11-18
1323,4057.2504064543577,2022-11-19
1324,4823.210395722981,2022-11-20
1325,2973.351695424102,2022-11-21
1326,8118.8584537410925,2022-11-22
1327,9003.576373437358,2022-11-23
1328,4443.037377459592,2022-11-24
1329,2502.3215286877153,2022-11-25
1330,8773.956940488475,2022-11-26
1331,1236.2190158414342,2022-11-27
1332,9334.945165577934,2022-11-28
1333,7966.000099499292,2022-11-29
1334,4572.64687327948,2022-11-30
1335,7820.4882484833815,2022-12-01
1336,9996.99152465927,2022-12-02
1337,3742.585157359693,2022-12-03
1338,8205.137272419448,2022-12-04
1339,7374.113944470907,2022-12-05
1340,7309.477444001682,2022-12-06
1341,2757.6814095176514,2022-12-07
1342,7906.121941801499,2022-12-08
1343,8272.536631790612,2022-12-09
1344,2880.8352738998074,2022-12-10
1345,7264.807041213747,2022-12-11
1346,5760.88763144699,2022-12-12
1347,8935.00714558585,2022-12-13
1348,1599.2290316885878,2022-12-14
1349,2342.1132011929494,2022-12-15
1350,3431.9397182364382,2022-12-16
1351,6685.598453640112,2022-12-17
1352,8130.737892776473,2022-12-18
1353,6465.012383843875,2022-12-19
1354,3903.794554497941,2022-12-20
1355,5852.604765841323,2022-12-21
1356,7927.594272471447,2022-12-22
1357,9999.776238940984,2022-12-23
1358,7039.2748357039445,2022-12-24
1359,8430.98651867882,2022-12-25
1360,6839.033502010339,2022-12-26
1361,6002.296192311586,2022-12-27
1362,3006.706546679714,2022-12-28
1363,4358.913754615865,2022-12-29
1364,1742.3205375140014,2022-12-30
1365,2249.6838410311507,2022-12-31
1366,3069.6446371624593,2023-01-01
1367,6381.958127861724,2023-01-02
1368,8411.644415758685,2023-01-03
1369,4345.58346570926,2023-01-04
1370,1148.5081932446094,2023-01-05
1371,3962.394107556964,2023-01-06
1372,7351.151568616343,2023-01-07
1373,1762.5299671176426,2023-01-08
1374,2897.001043526318,2023-01-09
1375,4545.98511221943,2023-01-10
1376,5745.127918765053,2023-01-11
1377,7515.21069536373,2023-01-12
1378,7949.837118979972,2023-01-13
1379,4094.4055921236695,2023-01-14
1380,1134.4490813008358,2023-01-15
1381,4206.199489908408,2023-01-16
1382,2896.257873108053,2023-01-17
1383,4959.893505992729,2023-01-18
1384,4085.4553254858997,2023-01-19
1385,4335.814031939231,2023-01-20
1386,4904.703903424508,2023-01-21
1387,2137.201056640595,2023-01-22
1388,1887.5568535341745,2023-01-23
1389,1815.8344067650537,2023-01-24
1390,5388.326806663705,2023-01-25
1391,5001.198481499966,2023-01-26
1392,4900.652704449377,2023-01-27
1393,3238.1840967641533,2023-01-28
1394,1417.6911109990574,2023-01-29
1395,4381.287524149841,2023-01-30
1396,6020.821959253017,2023-01-31
1397,9060.932373148074,2023-02-01
1398,1617.125777271929,2023-02-02
1399,9447.729498413379,2023-02-03
1400,8314.951074449971,2023-02-04
1401,9089.242962548122,2023-02-05
1402,5768.284279330077,2023-02-06
1403,3680.4052739190593,2023-02-07
1404,2170.4292562886862,2023-02-08
1405,9246.516979425342,2023-02-09
1406,6284.73966605261,2023-02-10
1407,8827.782392877409,2023-02-11
1408,1260.468403205637,2023-02-12
1409,6615.496609251486,2023-02-13
1410,2716.981163362165,2023-02-14
1411,1290.3230591678546,2023-02-15
1412,2730.9601699028135,2023-02-16
1413,1279.6715774788322,2023-02-17
1414,2560.1203796381005,2023-02-18
1415,9258.31269753691,2023-02-19
1416,9375.112085436745,2023-02-20
1417,1735.145764061658,2023-02-21
1418,5724.611458231782,2023-02-22
1419,1069.8438676660203,2023-02-23
1420,3497.3723928707614,2023-02-24
1421,6341.743797005,2023-02-25
1422,6987.997844391333,2023-02-26
1423,7025.452026763664,2023-02-27
1424,4344.549864306991,2023-02-28
1425,6441.933112929328,2023-03-01
1426,8890.749352374443,2023-03-02
1427,6728.011182922345,2023-03-03
1428,1106.441844366966,2023-03-04
1429,8687.343482001097,2023-03-05
1430,9318.929570456958,2023-03-06
1431,6654.859401801859,2023-03-07
1432,5930.219713566649,2023-03-08
1433,6991.289066546222,2023-03-09
1434,1696.8778839206364,2023-03-10
1435,8804.517944437239,2023-03-11
1436,1195.1031616865218,2023-03-12
1437,3712.1659095755263,2023-03-13
1438,1779.9867179354387,2023-03-14
1439,8557.608088738338,2023-03-15
1440,3930.467974569421,2023-03-16
1441,7268.8273503341115,2023-03-17
1442,9760.428570811451,2023-03-18
1443,1844.664300321249,2023-03-19
1444,8224.607063095216,2023-03-20
1445,6309.555056268914,2023-03-21
1446,4115.306189001756,2023-03-22
1447,8340.09554024021,2023-03-23
1448,2782.5018293959497,2023-03-24
1449,3495.320360122715,2023-03-25
1450,5934.843809901671,2023-03-26
1451,7428.180731172694,2023-03-27
1452,8966.316421620846,2023-03-28
1453,9010.790186113227,2023-03-29
1454,8478.78350241306,2023-03-30
1455,3227.699686241868,2023-03-31
1456,1551.8099413958503,2023-04-01
1457,5282.72519405666,2023-04-02
1458,8017.715824154072,2023-04-03
1459,7225.47289235217,2023-04-04
1460,5363.917913443514,2023-04-05
1461,4313.373717472619,2023-04-06
1462,9035.123330226637,2023-04-07
1463,1847.3263923843542,2023-04-08
1464,6683.679293255693,2023-04-09
1465,6210.750132850003,2023-04-10
1466,2569.1292344962367,2023-04-11
1467,8164.972385742068,2023-04-12
1468,2410.574676501887,2023-04-13
1469,3017.7818364389864,2023-04-14
1470,5964.380701095596,2023-04-15
1471,8020.3680610007395,2023-04-16
1472,1570.7495985845433,2023-04-17
1473,3026.3744515295375,2023-04-18
1474,8007.840813445351,2023-04-19
1475,2805.3119964226125,2023-04-20
1476,4717.9352146903875,2023-04-21
1477,4219.355106273666,2023-04-22
1478,5374.392426121034,2023-04-23
1479,6915.0901325047735,2023-04-24
1480,7269.75604357179,2023-04-25
1481,6390.773008989288,2023-04-26
1482,2076.8077958585536,2023-04-27
1483,7541.198868921577,2023-04-28
1484,8149.305816264029,2023-04-29
1485,3282.142360524218,2023-04-30
1486,2012.8254240454733,2023-05-01
1487,8466.092665203068,2023-05-02
1488,6215.2727499630355,2023-05-03
1489,3961.3274019789465,2023-05-04
1490,9025.611518944568,2023-05-05
1491,9329.305017233739,2023-05-06
1492,2989.8192667071926,2023-05-07
1493,5703.042829615882,2023-05-08
1494,9705.520290968985,2023-05-09
1495,1236.384945903017,2023-05-10
1496,8472.420333363536,2023-05-11
1497,5271.417002663421,2023-05-12
1498,8545.853638718212,2023-05-13
1499,2344.558674614186,2023-05-14
1500,4318.580359323783,2023-05-15
1501,2342.8743501392532,2023-05-16
1502,9093.096802412289,2023-05-17
1503,4370.4315219201835,2023-05-18
1504,1165.433334812276,2023-05-19
1505,9012.480649818943,2023-05-20
1506,5745.0882908674,2023-05-21
1507,4994.358137921838,2023-05-22
1508,8688.932314765805,2023-05-23
1509,8962.991538126167,2023-05-24
1510,7685.5107234040215,2023-05-25
1511,3104.942852136446,2023-05-26
1512,7327.564000233736,2023-05-27
1513,6238.206319630766,2023-05-28
1514,2045.0579963089228,2023-05-29
1515,7872.506549172416,2023-05-30
1516,8658.737447150934,2023-05-31
1517,2718.29153319385,2023-06-01
1518,1512.263352658831,2023-06-02
1519,9405.638537057404,2023-06-03
1520,9476.348061611066,2023-06-04
1521,8108.965746035182,2023-06-05
1522,9555.647322806097,2023-06-06
1523,2581.7253491274587,2023-06-07
1524,8996.054737370034,2023-06-08
1525,2785.701616302097,2023-06-09
1526,9426.367530772352,2023-06-10
1527,3545.727576422631,2023-06-11
1528,4034.1390886485497,2023-06-12
1529,1823.0773310565933,2023-06-13
1530,9391.394447653209,2023-06-14
1531,3163.588349598883,2023-06-15
1532,3744.641315932557,2023-06-16
1533,8928.443453180656,2023-06-17
1534,9042.70563048597,2023-06-18
1535,8720.210862779113,2023-06-19
1536,1195.6160847938572,2023-06-20
1537,1947.17341955263,2023-06-21
1538,3447.1174140401004,2023-06-22
1539,5968.666379865638,2023-06-23
1540,7984.455061795056,2023-06-24
1541,2023.6629050282913,2023-06-25
1542,6808.655941809088,2023-06-26
1543,1465.9844596299156,2023-06-27
1544,8546.332849531158,2023-06-28
1545,5047.614805902613,2023-06-29
1546,6282.241817070153,2023-06-30
1547,6742.168051456645,2023-07-01
1548,4483.156300402189,2023-07-02
1549,4220.470748699525,2023-07-03
1550,8891.601034811087,2023-07-04
1551,2398.035018648643,2023-07-05
1552,6332.966273566796,2023-07-06
1553,5095.375076401113,2023-07-07
1554,3982.3508532162323,2023-07-08
1555,1776.6329873685736,2023-07-09
1556,2262.489051602548,2023-07-10
1557,7585.899378417061,2023-07-11
1558,9927.157718777764,2023-07-12
1559,4091.6780540746336,2023-07-13
1560,2065.4573876185405,2023-07-14
1561,8361.02081851776,2023-07-15
1562,9938.922918910539,2023-07-16
1563,7374.634444851331,2023-07-17
1564,5237.459740804303,2023-07-18
1565,8921.44288847097,2023-07-19
1566,7067.831608802621,2023-07-20
1567,5394.792110982189,2023-07-21
1568,3281.3375318246426,2023-07-22
1569,6363.937936403128,2023-07-23
1570,1117.747401166069,2023-07-24
1571,9122.326240080129,2023-07-25
1572,2067.485107928368,2023-07-26
1573,8400.252361437635,2023-07-27
1574,5541.1979214653875,2023-07-28
1575,7192.646432329213,2023-07-29
1576,3920.4351149708905,2023-07-30
1577,3282.9902053373853,2023-07-31
1578,4571.53943970017,2023-08-01
1579,2479.274894148096,2023-08-02
1580,1786.2473556171444,2023-08-03
1581,8128.017215100595,2023-08-04
1582,1782.7144935983351,2023-08-05
1583,5303.07200387006,2023-08-06
1584,2565.2610840196758,2023-08-07
1585,7900.2424003291135,2023-08-08
1586,4726.937230596973,2023-08-09
1587,8573.123086384709,2023-08-10
1588,7925.082131230957,2023-08-11
1589,1443.4996091758317,2023-08-12
1590,8572.913641302457,2023-08-13
1591,7962.41027548533,2023-08-14
1592,3760.1614795601195,2023-08-15
1593,4471.787340002342,2023-08-16
1594,3912.7337833263095,2023-08-17
1595,1150.2959489054026,2023-08-18
1596,7604.03581291833,2023-08-19
1597,7732.131278300012,2023-08-20
1598,6550.0624142822835,2023-08-21
1599,8662.854278923118,2023-08-22
1600,9402.340679191357,2023-08-23
1601,6528.576796876487,2023-08-24
1602,3812.531832449845,2023-08-25
1603,5304.72896219576,2023-08-26
1604,4470.138105796166,2023-08-27
1605,4052.6499971210533,2023-08-28
1606,4152.721122244118,2023-08-29
1607,4670.571556948658,2023-08-30
1608,4084.7218070540243,2023-08-31
1609,7085.442721000245,2023-09-01
1610,4122.163755988957,2023-09-02
1611,3612.869037587848,2023-09-03
1612,1437.9427525147803,2023-09-04
1613,8486.464783345322,2023-09-05
1614,6209.240487359005,2023-09-06
1615,9447.919780990504,2023-09-07
1616,5058.355132932252,2023-09-08
1617,4705.613781340897,2023-09-09
1618,6741.429339282374,2023-09-10
1619,1888.4201159190743,2023-09-11
1620,9530.277753358503,2023-09-12
1621,5421.30599480499,2023-09-13
1622,5611.751690912045,2023-09-14
1623,2341.7106823841923,2023-09-15
1624,4741.807018877029,2023-09-16
1625,8077.123546305765,2023-09-17
1626,2802.599688947567,2023-09-18
1627,6931.655325113808,2023-09-19
1628,3392.4257201231408,2023-09-20
1629,2866.801210289628,2023-09-21
1630,2420.838314896988,2023-09-22
1631,6453.022256002205,2023-09-23
1632,6730.2133410278175,2023-09-24
1633,8628.600526972747,2023-09-25
1634,5302.392311164256,2023-09-26
1635,2734.3443884651992,2023-09-27
1636,8318.303482571195,2023-09-28
1637,4351.676292918295,2023-09-29
1638,5995.213488279242,2023-09-30
1639,6463.307957427782,2023-10-01
1640,2452.9360605683214,2023-10-02
1641,9158.646683225392,2023-10-03
1642,1901.510207953469,2023-10-04
1643,7833.796203088414,2023-10-05
1644,3307.317156281388,2023-10-06
1645,2989.523513506344,2023-10-07
1646,1384.6666740901055,2023-10-08
1647,8742.259086147413,2023-10-09
1648,7532.952764662136,2023-10-10
1649,7708.879304387245,2023-10-11
1650,9048.374259667116,2023-10-12
1651,8326.14998923507,2023-10-13
1652,1671.7100284906678,2023-10-14
1653,7118.115328388019,2023-10-15
1654,9088.738358722725,2023-10-16
1655,2152.9921898737,2023-10-17
1656,5626.572877353346,2023-10-18
1657,4754.221572747158,2023-10-19
1658,6506.933648420445,2023-10-20
1659,6878.779691106969,2023-10-21
1660,6435.390885417858,2023-10-22
1661,4915.427163608973,2023-10-23
1662,4802.032273678653,2023-10-24
1663,1226.2969889586095,2023-10-25
1664,5882.902904640068,2023-10-26
1665,5714.503201422603,2023-10-27
1666,9674.062164262285,2023-10-28
1667,4096.117607307247,2023-10-29
1668,7721.503341582387,2023-10-30
1669,4490.144010455546,2023-10-31
1670,6219.64394725736,2023-11-01
1671,3493.845421145515,2023-11-02
1672,3641.6197817139364,2023-11-03
1673,9911.337339319443,2023-11-04
1674,6681.244596130552,2023-11-05
1675,8153.575562567981,2023-11-06
1676,7624.565426838614,2023-11-07
1677,7680.5926595337805,2023-11-08
1678,3302.010949050849,2023-11-09
1679,3796.236041070718,2023-11-10
1680,1308.3817367590414,2023-11-11
1681,4052.86203236424,2023-11-12
1682,8191.3595726453905,2023-11-13
1683,8943.379444151007,2023-11-14
1684,7560.730128542115,2023-11-15
1685,3046.120484791152,2023-11-16
1686,1401.2725827248678,2023-11-17
1687,7484.040653463704,2023-11-18
1688,6237.883816129985,2023-11-19
1689,7322.09843096975,2023-11-20
1690,5729.012454195284,2023-11-21
1691,6089.047769259954,2023-11-22
1692,9063.86841213929,2023-11-23
1693,8765.03586083079,2023-11-24
1694,5628.777105512586,2023-11-25
1695,8553.03724422807,2023-11-26
1696,6165.705182432255,2023-11-27
1697,6865.652981348801,2023-11-28
1698,7162.922625170352,2023-11-29
1699,5295.868005834597,2023-11-30
1700,6735.159471122309,2023-12-01
1701,7244.499732255062,2023-12-02
1702,4756.907985455394,2023-12-03
1703,2943.176512496064,2023-12-04
1704,1670.4930903743175,2023-12-05
1705,4634.373036096615,2023-12-06
1706,1678.5149681017547,2023-12-07
1707,8105.233684148645,2023-12-08
1708,2877.5271309436666,2023-12-09
1709,4061.519363599025,2023-12-10
1710,8448.988957246174,2023-12-11
1711,5960.806053246455,2023-12-12
1712,4878.871298313591,2023-12-13
1713,6676.1352986076445,2023-12-14
1714,8792.09709915188,2023-12-15
1715,9103.487493642173,2023-12-16
1716,5574.851936855159,2023-12-17
1717,5002.071361994263,2023-12-18
1718,5936.546596476162,2023-12-19
1719,5769.425378121832,2023-12-20
1720,9329.063566648709,2023-12-21
1721,8735.213522126705,2023-12-22
1722,2286.2810647827623,2023-12-23
1723,3437.6970574467227,2023-12-24
1724,8830.49151334518,2023-12-25
1725,4762.006138052826,2023-12-26
1726,9885.267204374808,2023-12-27
1727,7941.847202444381,2023-12-28
1728,5514.931362986769,2023-12-29
1729,8202.52650427615,2023-12-30
1730,3967.076794107528,2023-12-31
1731,5275.9454658434415,2024-01-01
1732,6497.372202846478,2024-01-02
1733,1362.0373748007858,2024-01-03
1734,1312.0323703053268,2024-01-04
1735,7585.0153029772055,2024-01-05
1736,9279.108537872376,2024-01-06
1737,5009.042590141759,2024-01-07
1738,3105.94644619436,2024-01-08
1739,3264.953504716314,2024-01-09
1740,1783.739009166993,2024-01-10
1741,9992.495728878439,2024-01-11
1742,2946.1138594364547,2024-01-12
1743,6595.92088856562,2024-01-13
1744,6141.103291180964,2024-01-14
1745,8987.480030855553,2024-01-15
1746,3540.668901231121,2024-01-16
1747,1098.7212989329994,2024-01-17
1748,1787.742771615272,2024-01-18
1749,3334.187888384263,2024-01-19
1750,8128.690436376383,2024-01-20
1751,3532.245916328434,2024-01-21
1752,6552.420255282427,2024-01-22
1753,3905.9230342763276,2024-01-23
1754,9991.69220075536,2024-01-24
1755,2653.2514680194286,2024-01-25
1756,5372.161191351829,2024-01-26
1757,4061.526713788374,2024-01-27
1758,2203.576279558167,2024-01-28
1759,6608.386988413693,2024-01-29
1760,4920.6136990801315,2024-01-30
1761,2854.1866227984992,2024-01-31
1762,8957.472989010575,2024-02-01
1763,4630.676674905123,2024-02-02
1764,7695.154348220063,2024-02-03
